code,name,final_score,beta_mkt_std,beta_smb_std,beta_hml_std,beta_rmw_std,beta_cma_std
000005.SZ,CSI300成分股_000005,-0.043120346694828504,-0.08412536868433419,-0.5939962298306289,-1.2253212160154572,-0.15304499423980691,2.885928380918423
000013.SZ,CSI300成分股_000013,-0.05227635291068789,0.4509617005485936,-0.3223582059479482,-1.3696889412421482,0.9790852258351893,0.2813464136556829
000036.SZ,CSI300成分股_000036,-0.06437921978383208,0.14547166978529305,-0.5885542073400842,0.9176737019584528,-1.2590083428376502,0.7789635429079346
000006.SZ,CSI300成分股_000006,-0.07209199621180903,0.8091433868368823,0.6009568398807427,-1.5373837972278424,0.5609619958217685,-0.46366281241314294
000049.SZ,CSI300成分股_000049,-0.12020073460872685,0.1773819516919606,0.4913827556664827,-0.9167299223972615,0.2515536041935538,-0.5252699929659371
000043.SZ,CSI300成分股_000043,-0.13790108250924676,-0.021277123973719142,-0.8556123677124157,-1.1556014179447394,0.8196457847688505,0.8026791194884432
000007.SZ,CSI300成分股_000007,-0.1688826708558608,1.3195005303942435,-0.4035103563768677,-0.04796602358235431,-1.3934162452018646,0.49493258704287285
000024.SZ,CSI300成分股_000024,-0.21015316848131815,0.8982123463132063,0.6897412039575448,-1.1132261240580847,-0.9621642003850618,0.24009546593985706
000028.SZ,CSI300成分股_000028,-0.21500478706386894,1.1257169421491997,-0.6528036175676869,0.3859611826516497,-0.26253088120619,-1.894394534893843
000021.SZ,CSI300成分股_000021,-0.31190910192905524,-0.4285234702518656,0.84829069722085,0.3086776113679752,-2.2249167450835308,0.4118070839562898
000026.SZ,CSI300成分股_000026,-0.32440259821820805,-0.8410253645644385,-0.6402634812178121,1.1580467033572193,-0.8895453634198347,-0.9154762151621734
000031.SZ,CSI300成分股_000031,-0.3424260664438568,-0.48470759224639104,-0.8403519762513407,0.5107950147329613,-0.8647073377639207,-0.08780967732593427
000023.SZ,CSI300成分股_000023,-0.3549610645797313,-0.16194453550710247,-1.200541168277363,-0.9198349483831955,-0.621702501776484,1.9654880796115106
000012.SZ,CSI300成分股_000012,-0.4039153159082106,-0.13213419103675159,-1.6314108785006936,-0.8767264238443567,0.03805721049748669,1.0123619452277222
000047.SZ,CSI300成分股_000047,-0.42071419087807765,0.11642576756848608,-0.9546749025315706,-0.04744233204989408,-0.01653964182372299,-1.5416505469242143
000000.SZ,CSI300成分股_000000,-0.461577227858934,-0.6259695082920155,-0.20508609109469625,-0.6408616352411219,0.23042773545986553,-1.4937073896725224
000020.SZ,CSI300成分股_000020,-0.47606787292583963,-0.627752278670899,-1.7065393770546975,1.0437673226093132,-1.8719985455891162,1.1097376668712369
000032.SZ,CSI300成分股_000032,-0.48981725012974947,1.15245826417178,-0.4147975106639024,-1.3948961338267645,-0.6462947762904929,-0.4628584006228109
000001.SZ,CSI300成分股_000001,-0.5315798221796343,-1.3078283470779029,0.7011312219116826,-0.4783717795155581,-0.6527090817187946,-1.285743994611315
000037.SZ,CSI300成分股_000037,-0.5858856380677627,0.42650687935332915,-0.6855696499257478,-0.6904439482875422,-0.4707270663779827,-1.483033242128209
000035.SZ,CSI300成分股_000035,-0.611003625822522,0.17829414805958194,0.31422475387822135,-1.1751578780234748,-0.7293379665011132,-1.4964582511730435
000004.SZ,CSI300成分股_000004,-0.6220115495738203,-2.065340478597346,-1.0907635813561367,1.1835122260610529,-2.2600976425673855,1.1672572840906137
000030.SZ,CSI300成分股_000030,-0.6699559553740712,-0.8875747756821436,-0.5138774509746881,-2.0832447011029798,-0.4171404627942234,1.2736802809832581
000002.SZ,CSI300成分股_000002,-1.0723037129231106,-2.384656828074524,-2.341054785392735,0.36545710354106004,-1.6711263729790575,0.5334872381740958
